tic,conm,datadate,fyear,at,lt,teq,revt,ni,exchg
HSIC,HENRY SCHEIN INC,31DEC2019,2019,7151.101,3233.706,3630.137,9985.803,694.734,14
MLSS,MILESTONE SCIENTIFIC INC,31DEC2019,2019,6.556,4.927,1.629,8.375,-7.524,12
SWM,SCHWEITZER-MAUDUIT INTL INC,31DEC2019,2019,1471.7,874.0,597.7,1022.8,85.8,11
ASFI,ASTA FUNDING INC,30SEP2019,2019,90.685,1.516,89.169,22.848,7.175,14
TLK,TELEKOMUNIKASI INDONESIA,31DEC2019,2019,15984.49,7512.005,8472.485,9796.071,1348.588,11
AEIS,ADVANCED ENERGY INDS INC,31DEC2019,2019,1532.406,855.146,677.26,788.948,64.941,14
EL,LAUDER (ESTEE) COS INC -CL A,30JUN2019,2019,13156.0,8745.0,4411.0,14866.0,1785.0,11
WAT,WATERS CORP,31DEC2019,2019,2557.055,2773.336,-216.281,2406.596,592.198,11
SAM,BOSTON BEER INC  -CL A,31DEC2019,2019,1054.057,318.421,735.636,1249.824,110.041,11
FFIC,FLUSHING FINANCIAL CORP,31DEC2019,2019,7017.776,6438.104,579.672,287.657,41.279,14
IMH,IMPAC MORTGAGE HOLDINGS INC,31DEC2019,2019,3546.279,3442.042,104.237,255.826,-7.977,12
IVAC,INTEVAC INC,31DEC2019,2019,126.322,30.529,95.793,108.885,1.148,14
NTAP,NETAPP INC,30APR2020,2019,7522.0,7280.0,242.0,5412.0,819.0,14
E,ENI SPA,31DEC2019,2019,138522.23,84769.679,53752.551,79550.408,166.083,11
NWPX,NORTHWEST PIPE CO,31DEC2019,2019,310.245,62.087,248.158,279.317,27.902,14
WSTL,WESTELL TECH INC  -CL A,31MAR2020,2019,37.526,5.865,31.661,29.956,-10.102,14
NVAX,NOVAVAX INC,31DEC2019,2019,172.957,358.974,-186.017,18.662,-132.694,14
CTXS,CITRIX SYSTEMS INC,31DEC2019,2019,4388.926,3551.27,837.656,3010.564,681.813,14
NUAN,NUANCE COMMUNICATIONS INC,30SEP2019,2019,5365.793,3192.643,2173.15,1823.092,213.81,14
HTLF,HEARTLAND FINANCIAL USA INC,31DEC2019,2019,13209.597,11631.46,1578.137,628.862,149.129,14
TGTX,TG THERAPEUTICS INC,31DEC2019,2019,163.014,124.399,38.615,0.152,-172.871,14
BDR,BLONDER TONGUE LABS INC,31DEC2019,2019,18.347,10.984,7.363,19.842,-0.742,12
MSM,MSC INDUSTRIAL DIRECT  -CL A,31AUG2019,2019,2311.237,827.358,1483.879,3363.817,288.865,11
SGU,STAR GROUP LP,30SEP2019,2019,752.706,491.866,260.84,1753.872,17.637,11
HIG,HARTFORD FINANCIAL SERVICES,31DEC2019,2019,70817.0,54547.0,16270.0,20480.0,2085.0,11
KFS,KINGSWAY FINANCIAL SVCS INC,31DEC2019,2019,399.623,378.85,20.773,68.25,-5.886,11
NYMX,NYMOX PHARMACEUTICAL CORP,31DEC2019,2019,5.489,2.041,3.448,0.116,-13.162,14
CLB,CORE LABORATORIES NV,31DEC2019,2019,774.673,592.533,182.14,668.21,101.983,11
ASTC,ASTROTECH CORP,30JUN2019,2019,3.692,0.984,2.708,0.127,-7.534,14
SCCO,SOUTHERN COPPER CORP,31DEC2019,2019,16407.4,9549.2,6858.2,7285.6,1485.8,11
BYFC,BROADWAY FINANCIAL CORP/DE,31DEC2019,2019,440.369,391.521,48.848,17.899,-0.206,14
TTNP,TITAN PHARMACEUTICALS INC,31DEC2019,2019,9.522,8.089,1.433,3.611,-16.458,14
OTEX,OPEN TEXT CORP,30JUN2019,2019,7933.975,4049.305,3884.67,2868.755,285.501,14
IDRA,IDERA PHARMACEUTICALS INC,31DEC2019,2019,47.489,58.657,-11.168,1.448,-56.515,14
NICE,NICE LTD,31DEC2019,2019,3609.905,1352.639,2257.266,1573.912,185.904,14
ENG,ENGLOBAL CORP,31DEC2019,2019,28.686,14.662,14.024,56.446,-1.466,14
WYY,WIDEPOINT CORP,31DEC2019,2019,64.293,39.354,24.939,101.72,0.226,12
APT,ALPHA PRO TECH LTD,31DEC2019,2019,38.091,4.864,33.227,46.665,3.0,12
PBHC,PATHFINDER BANCORP INC,31DEC2019,2019,1093.807,1003.138,90.669,46.675,4.276,14
PLBC,PLUMAS BANCORP,31DEC2019,2019,865.191,780.686,84.505,47.437,15.512,14
IRIX,IRIDEX CORP,31DEC2019,2019,34.813,12.108,22.705,43.447,-8.813,14
LNDC,LANDEC CORP,31MAY2020,2019,541.313,310.269,231.044,590.366,-38.191,14
TGC,TENGASCO INC,31DEC2019,2019,8.922,2.574,6.348,4.911,-0.436,12
LPTH,LIGHTPATH TECHNOLOGIES INC,30JUN2019,2019,45.973,12.514,33.459,33.749,-2.68,14
CMCO,COLUMBUS MCKINNON CORP,31MAR2020,2019,1093.272,629.687,463.585,809.162,59.672,14
UNTY,UNITY BANCORP INC,31DEC2019,2019,1718.942,1558.233,160.709,84.421,23.653,14
FORD,FORWARD INDUSTRIES INC,30SEP2019,2019,16.094,8.383,7.711,37.409,-3.604,14
ALXN,ALEXION PHARMACEUTICALS INC,31DEC2019,2019,17544.6,6272.8,11271.8,4991.1,2404.3,14
CSGS,CSG SYSTEMS INTL INC,31DEC2019,2019,1283.03,886.368,396.662,996.81,82.77,14
REV,REVLON INC  -CL A,31DEC2019,2019,2980.6,4201.8,-1221.2,2432.8,-157.7,11
SGRP,SPAR GROUP INC,31DEC2019,2019,79.535,48.174,31.361,252.876,2.419,14
IAG,IAMGOLD CORP,31DEC2019,2019,3862.1,1443.3,2418.8,1065.3,-412.6,11
IRM,IRON MOUNTAIN INC,31DEC2019,2019,13816.816,12284.907,1464.227,4262.584,267.377,11
HUBG,HUB GROUP INC  -CL A,31DEC2019,2019,1991.574,916.295,1075.279,3668.117,107.171,14
IDT,IDT CORP,31JUL2019,2019,443.703,390.146,53.557,1409.172,0.134,11
ABUS,ARBUTUS BIOPHARMA CORP,31DEC2019,2019,105.535,32.791,72.744,6.011,-153.723,14
PRGX,PRGX GLOBAL INC,31DEC2019,2019,125.466,72.416,53.05,169.758,-13.72,14
ELLO,ELLOMAY CAPITAL LTD,31DEC2019,2019,348.07,227.361,120.709,21.308,13.534,12
SPH,SUBURBAN PROPANE PRTNRS  -LP,30SEP2019,2019,1998.348,1574.518,423.83,1267.705,68.632,11
CENX,CENTURY ALUMINUM CO,31DEC2019,2019,1499.7,824.7,675.0,1836.6,-80.8,14
AIM,AIM IMMUNOTECH INC,31DEC2019,2019,20.219,7.312,12.907,0.14,-9.533,12
KVHI,KVH INDUSTRIES INC,31DEC2019,2019,199.391,49.402,149.989,156.543,33.255,14
OCC,OPTICAL CABLE CORP,31OCT2019,2019,40.107,18.868,21.239,71.324,-5.669,14
ALJJ,ALJ REGIONAL HOLDINGS INC,30SEP2019,2019,231.177,148.061,83.116,354.997,-15.979,14
PLX,PROTALIX BIOTHERAPEUTICS INC,31DEC2019,2019,45.392,115.714,-70.322,54.693,-18.276,12
CWCO,CONSOLIDATED WATER CO INC,31DEC2019,2019,192.292,14.339,177.953,68.794,12.176,14
EPM,EVOLUTION PETROLEUM CORP,30JUN2019,2019,95.762,15.636,80.126,43.23,15.377,12
LORL,LORAL SPACE & COMMUNICATIONS,31DEC2019,2019,390.81,40.783,350.027,0.0,89.755,14
CWBC,COMMUNITY WEST BANCSHARES,31DEC2019,2019,913.87,831.892,81.978,49.346,7.963,14
SASR,SANDY SPRING BANCORP INC,31DEC2019,2019,8629.002,7496.028,1132.974,419.191,116.433,14
STRM,STREAMLINE HEALTH SOLUTIONS,31JAN2020,2019,31.651,15.646,16.005,20.743,-2.863,14
TRV,TRAVELERS COS INC,31DEC2019,2019,110122.0,84179.0,25943.0,31581.0,2622.0,11
TCX,TUCOWS INC,31DEC2019,2019,425.918,331.724,94.194,337.145,15.398,14
SYKE,SYKES ENTERPRISES INC,31DEC2019,2019,1415.5,541.025,874.475,1614.762,64.081,14
JAKK,JAKKS PACIFIC INC,31DEC2019,2019,365.222,360.718,4.504,598.649,-55.548,14
FCN,FTI CONSULTING INC,31DEC2019,2019,2783.142,1294.0,1489.142,2352.717,216.726,11
GSH,GUANGSHEN RAILWAY CO LTD,31DEC2019,2019,5298.452,1113.579,4184.873,3041.555,107.488,11
PFBI,PREMIER FINANCIAL BANCORP,31DEC2019,2019,1781.01,1540.769,240.241,85.912,24.196,14
TUP,TUPPERWARE BRANDS CORP,31DEC2019,2019,1262.4,1539.4,-277.0,1797.9,12.4,11
MFIN,MEDALLION FINANCIAL CORP,31DEC2019,2019,1541.667,1207.199,334.468,153.185,-1.762,14
NBIX,NEUROCRINE BIOSCIENCES INC,31DEC2019,2019,1306.04,669.117,636.923,788.087,37.012,14
BOSC,BOS BETTER ONLINE SOLUTIONS,31DEC2019,2019,25.199,12.642,12.557,33.817,-0.913,14
SSNC,SS&C TECHNOLOGIES HLDGS INC,31DEC2019,2019,16741.1,11625.0,5116.1,4632.9,438.5,14
SBSI,SOUTHSIDE BANCSHARES INC,31DEC2019,2019,6748.913,5944.333,804.58,283.155,74.554,14
RUSHA,RUSH ENTERPRISES INC,31DEC2019,2019,3407.329,2247.836,1159.493,5809.847,141.583,14
AVDL,AVADEL PHARMACEUTICALS -ADR,31DEC2019,2019,151.436,180.635,-29.199,59.215,-33.226,14
CASI,CASI PHARMACEUTICALS INC,31DEC2019,2019,102.631,8.966,72.995,4.131,-46.032,14
SBFG,SB FINANCIAL GROUP INC,31DEC2019,2019,1038.577,902.483,136.094,62.416,11.973,14
ANSS,ANSYS INC,31DEC2019,2019,4838.887,1385.508,3453.379,1515.892,451.295,14
DCOM,DIME COMMUNITY BANCSHARES,31DEC2019,2019,6354.46,5757.702,596.758,250.436,36.186,14
TRQ,TURQUOISE HILL RESOURCES LTD,31DEC2019,2019,12822.394,4891.337,7931.057,1166.014,-150.457,11
FDS,FACTSET RESEARCH SYSTEMS INC,31AUG2019,2019,1560.13,887.874,672.256,1435.351,352.79,11
PROV,PROVIDENT FINANCIAL HOLDINGS,30JUN2019,2019,1084.85,964.209,120.641,56.889,4.417,14
QGEN,QIAGEN NV,31DEC2019,2019,5235.616,2699.025,2536.591,1526.424,-41.455,11
CVCY,CENTRAL VALLEY CMNTY BANCORP,31DEC2019,2019,1596.755,1368.627,228.128,79.636,21.443,14
OCFC,OCEANFIRST FINANCIAL CORP,31DEC2019,2019,8246.145,7093.026,1153.119,350.959,88.574,14
FFG,FBL FINANCIAL GROUP INC-CL A,31DEC2019,2019,10480.206,8994.29,1485.916,774.681,126.209,11
PEGA,PEGASYSTEMS INC,31DEC2019,2019,984.812,445.802,539.01,911.383,-90.433,14
STRA,STRATEGIC EDUCATION INC,31DEC2019,2019,1789.408,326.698,1462.71,997.137,81.138,14
WHLM,WILHELMINA INTERNATIONAL INC,31DEC2019,2019,37.108,15.737,21.371,75.504,-4.786,14
GERN,GERON CORP,31DEC2019,2019,165.517,30.362,135.155,0.46,-68.548,14
TTEC,TTEC HOLDINGS INC,31DEC2019,2019,1376.788,896.135,431.73,1643.704,77.164,14
LAMR,LAMAR ADVERTISING CO  -CL A,31DEC2019,2019,5941.155,4760.849,1180.306,1753.644,372.111,14
GES,GUESS INC,31JAN2020,2019,2428.962,1762.884,661.347,2592.262,95.975,11
AWRE,AWARE INC,31DEC2019,2019,57.555,4.12,53.435,12.253,-8.34,14
CSV,CARRIAGE SERVICES INC,31DEC2019,2019,1129.755,903.186,226.569,274.107,14.533,11
ETFC,E TRADE FINANCIAL CORP,31DEC2019,2019,61416.0,54873.0,6543.0,3139.0,955.0,14
TACT,TRANSACT TECHNOLOGIES INC,31DEC2019,2019,36.061,10.135,25.926,45.748,0.516,14
SRCL,STERICYCLE INC,31DEC2019,2019,6437.0,4102.3,2334.7,3308.9,-346.8,14
MVIS,MICROVISION INC,31DEC2019,2019,11.836,15.813,-3.977,8.886,-26.483,14
MMAC,MMA CAPITAL HOLDINGS,31DEC2019,2019,485.642,204.517,281.125,9.781,100.977,14
AEZS,AETERNA ZENTARIS INC,31DEC2019,2019,19.981,22.444,-2.463,0.532,-6.042,14
WLFC,WILLIS LEASE FINANCE CORP,31DEC2019,2019,1940.608,1540.632,399.976,409.16,66.922,14
OCN,OCWEN FINANCIAL CORP,31DEC2019,2019,10406.199,9994.188,412.011,1149.824,-142.125,11
ANF,ABERCROMBIE & FITCH  -CL A,31JAN2020,2019,3549.665,2478.487,1071.178,3623.073,39.358,11
ENDP,ENDO INTERNATIONAL PLC,31DEC2019,2019,9389.527,10256.071,-866.544,2914.364,-422.636,14
SPPI,SPECTRUM PHARMACEUTICALS INC,31DEC2019,2019,263.433,73.04,190.393,0.0,-112.689,14
ATRS,ANTARES PHARMA INC,31DEC2019,2019,132.751,78.251,54.5,123.864,-2.027,14
DVD,DOVER MOTORSPORTS INC,31DEC2019,2019,82.466,18.498,63.968,45.963,5.5,11
WTBA,WEST BANCORPORATION INC,31DEC2019,2019,2473.691,2261.871,211.82,106.993,28.69,14
BJRI,BJ'S RESTAURANTS INC,31DEC2019,2019,1072.084,781.797,290.287,1161.45,45.238,14
HIBB,HIBBETT SPORTS INC,31JAN2020,2019,769.759,440.776,328.983,1184.234,27.344,14
WTFC,WINTRUST FINANCIAL CORP,31DEC2019,2019,36620.583,32929.333,3691.25,1792.279,355.697,14
PAG,PENSKE AUTOMOTIVE GROUP INC,31DEC2019,2019,13942.7,11131.1,2811.6,23179.4,435.8,11
USNA,USANA HEALTH SCIENCES INC,31DEC2019,2019,516.934,165.222,351.712,1060.902,100.526,11
TGI,TRIUMPH GROUP INC,31MAR2020,2019,2980.333,3761.597,-781.264,2900.117,-28.126,11
NOV,NATIONAL OILWELL VARCO INC,31DEC2019,2019,13149.0,5303.0,7846.0,8479.0,-6095.0,11
CBD,COMPANHIA BRASILEIRA DE DIST,31DEC2019,2019,14426.944,11065.691,3361.253,14089.6,204.745,11
UNFI,UNITED NATURAL FOODS INC,31JUL2019,2019,7180.965,5670.031,1510.934,21387.068,-284.99,11
BBQ,BBQ HOLDINGS INC,31DEC2019,2019,73.081,51.307,21.774,82.269,-0.649,14
SEAC,SEACHANGE INTERNATIONAL INC,31JAN2020,2019,72.89,22.958,49.932,67.154,-8.921,14
HCHC,HC2 HOLDINGS INC,31DEC2019,2019,6958.3,6493.1,453.9,1984.1,-31.5,11
PLUS,EPLUS INC,31MAR2020,2019,909.113,422.968,486.145,1588.404,69.082,14
VEON,VEON LTD,31DEC2019,2019,16059.0,13839.0,2220.0,8863.0,621.0,14
NUS,NU SKIN ENTERPRISES  -CL A,31DEC2019,2019,1769.006,893.717,875.289,2420.416,173.553,11
STLD,STEEL DYNAMICS INC,31DEC2019,2019,8275.765,4210.91,3921.241,10464.991,671.103,14
FORR,FORRESTER RESEARCH INC,31DEC2019,2019,639.16,481.072,158.088,461.697,-9.57,14
GEL,GENESIS ENERGY  -LP,31DEC2019,2019,6597.641,4251.222,2221.286,2480.82,95.999,11
VSAT,VIASAT INC,31MAR2020,2019,4883.868,2833.726,2050.142,2309.238,-0.212,14
HIHO,HIGHWAY HOLDINGS LTD,31MAR2020,2019,18.169,7.251,10.918,12.558,0.686,14
DPW,DPW HOLDINGS INC,31DEC2019,2019,42.75,35.801,6.949,26.512,-32.913,12
DGX,QUEST DIAGNOSTICS INC,31DEC2019,2019,12843.0,7080.0,5687.0,7726.0,858.0,11
LAD,LITHIA MOTORS INC  -CL A,31DEC2019,2019,6083.9,4616.2,1467.7,12672.7,271.5,11
EMCF,EMCLAIRE FINANCIAL CORP,31DEC2019,2019,915.296,829.438,85.858,40.536,7.954,14
DXPE,DXP ENTERPRISES INC,31DEC2019,2019,788.22,443.272,344.948,1267.189,36.035,14
UBFO,UNITED SECURITY BANCSHARS CA,31DEC2019,2019,956.919,840.931,115.988,46.456,15.172,14
PTRS,PARTNERS BANCORP,31DEC2019,2019,1252.67,1121.793,130.877,43.302,5.883,14
HLIO,HELIOS TECHNOLOGIES INC,31DEC2019,2019,1021.751,444.115,577.636,554.665,60.268,14
CALM,CAL-MAINE FOODS INC,31MAY2020,2019,1206.694,197.019,1009.675,1351.609,18.391,14
ELTK,ELTEK LTD,31DEC2019,2019,22.829,16.56,6.269,34.794,1.793,14
NSP,INSPERITY INC,31DEC2019,2019,1394.996,1390.917,4.079,4314.804,151.099,11
KRC,KILROY REALTY CORP,31DEC2019,2019,8900.094,4329.236,4570.858,842.095,195.443,11
CERS,CERUS CORP,31DEC2019,2019,165.535,108.483,57.052,93.774,-71.244,14
VCEL,VERICEL CORP,31DEC2019,2019,153.238,42.147,111.091,117.85,-9.665,14
CEA,CHINA EASTERN AIRLINES CORP,31DEC2019,2019,40957.189,30524.046,10433.143,17375.551,458.423,11
MTN,VAIL RESORTS INC,31JUL2019,2019,4426.077,2699.237,1726.84,2271.575,301.163,11
GOGL,GOLDEN OCEAN GROUP,31DEC2019,2019,2966.057,1452.666,1513.391,705.799,37.189,14
CIEN,CIENA CORP,31OCT2019,2019,3893.346,1720.585,2172.761,3572.131,253.434,11
SLGN,SILGAN HOLDINGS INC,31DEC2019,2019,4931.059,3907.737,1023.322,4489.927,193.814,14
KMX,CARMAX INC,29FEB2020,2019,21082.182,17313.307,3768.875,21424.117,888.433,11
CLWT,EURO TECH HOLDINGS CO LTD,31DEC2019,2019,22.213,6.876,15.337,17.399,-0.146,14
CTIC,CTI BIOPHARMA CORP,31DEC2019,2019,46.28,28.35,17.93,3.345,-40.02,14
APWC,ASIA PACIFIC WIRE&CABLE CORP,31DEC2019,2019,298.911,70.476,228.435,338.16,-1.632,14
EEFT,EURONET WORLDWIDE INC,31DEC2019,2019,4657.666,3078.324,1579.342,2750.109,346.749,14
SELF,GLOBAL SELF STORAGE INC,31DEC2019,2019,67.661,25.595,42.066,8.74,0.591,14
SSB,SOUTH STATE CORP,31DEC2019,2019,15921.092,13548.079,2373.013,734.392,186.483,14
AMTD,TD AMERITRADE HOLDING CORP,30SEP2019,2019,43786.0,35086.0,8700.0,6016.0,2208.0,14
GIFI,GULF ISLAND FABRICATION INC,31DEC2019,2019,252.777,100.092,152.685,303.308,-49.394,14
ELP,COPEL-CIA PARANAENSE ENERGIA,31DEC2019,2019,9531.359,5153.293,4378.066,4041.235,495.057,11
TTWO,TAKE-TWO INTERACTIVE SFTWR,31MAR2020,2019,4948.832,2409.588,2539.244,3088.97,404.459,14
EMKR,EMCORE CORP,30SEP2019,2019,109.562,32.816,76.746,87.265,-35.984,14
BKYI,BIO-KEY INTERNATIONAL INC,31DEC2019,2019,2.497,4.782,-2.285,2.268,-14.589,14
ALV,AUTOLIV INC,31DEC2019,2019,6771.2,4648.8,2122.4,8547.6,461.5,11
FBC,FLAGSTAR BANCORP INC,31DEC2019,2019,23266.0,21478.0,1788.0,1404.0,218.0,11
KNL,KNOLL INC,31DEC2019,2019,1357.9,930.3,427.6,1428.1,67.5,11
RMBS,RAMBUS INC,31DEC2019,2019,1338.986,368.068,970.918,224.027,-90.419,14
AMZN,AMAZON.COM INC,31DEC2019,2019,225248.0,163188.0,62060.0,280522.0,11588.0,14
WILC,G WILLI-FOOD INTL LTD,31DEC2019,2019,155.532,13.282,142.25,114.539,14.913,14
UCBI,UNITED COMMUNITY BANKS INC,31DEC2019,2019,12916.016,11280.324,1635.692,657.419,185.721,14
MTSL,MER TELEMGMT SOLUTIONS LTD,31DEC2019,2019,8.043,4.938,3.105,5.193,-0.135,14
ARE,ALEXANDRIA R E EQUITIES INC,31DEC2019,2019,18390.503,8224.025,10154.178,1736.079,363.165,11
RYAAY,RYANAIR HOLDINGS PLC,31MAR2020,2019,16204.999,10804.688,5400.311,9334.533,712.826,14
QRVO,QORVO INC,31MAR2020,2019,6560.682,2268.017,4292.665,3239.141,334.325,14
SRPT,SAREPTA THERAPEUTICS INC,31DEC2019,2019,1822.822,1004.635,818.187,380.833,-715.075,14
RL,RALPH LAUREN CORP,31MAR2020,2019,7279.9,4586.8,2693.1,6159.8,384.3,11
MMS,MAXIMUS INC,30SEP2019,2019,1745.732,497.531,1248.201,2886.815,240.824,11
INTT,INTEST CORP,31DEC2019,2019,59.715,14.881,44.834,60.66,2.322,12
BXP,BOSTON PROPERTIES INC,31DEC2019,2019,21284.905,13262.304,8022.601,3032.51,521.534,11
SLP,SIMULATIONS PLUS INC,31AUG2019,2019,45.197,7.515,37.682,33.97,8.583,14
GRIF,GRIFFIN INDUSTRIAL REALTY,30NOV2019,2019,268.495,177.733,90.762,44.045,3.668,14
PPBI,PACIFIC PREMIER BANCORP INC,31DEC2019,2019,11776.012,9763.418,2012.594,561.343,159.718,14
FIX,COMFORT SYSTEMS USA INC,31DEC2019,2019,1505.012,919.708,585.304,2615.277,114.324,11
HLX,HELIX ENERGY SOLUTIONS GROUP,31DEC2019,2019,2596.731,893.685,1699.591,751.909,57.919,11
AROC,ARCHROCK INC,31DEC2019,2019,3109.975,2024.012,1085.963,965.485,97.33,11
HSKA,HESKA CORP,31DEC2019,2019,244.424,89.89,154.364,122.661,-1.465,14
EGHT,8X8 INC,31MAR2020,2019,700.641,509.91,190.731,446.237,-172.368,11
QUIK,QUICKLOGIC CORP,31DEC2019,2019,33.404,19.581,13.823,10.31,-15.444,14
GLBZ,GLEN BURNIE BANCORP,31DEC2019,2019,384.942,349.262,35.68,15.809,1.599,14
CXW,CORECIVIC INC,31DEC2019,2019,3791.631,2414.882,1376.749,1980.689,188.886,11
OZK,BANK OZK,31DEC2019,2019,23555.728,19402.26,4153.468,1266.874,425.906,14
JLL,JONES LANG LASALLE INC,31DEC2019,2019,13672.6,8459.3,5204.7,17983.2,535.3,11
EVBN,EVANS BANCORP INC,31DEC2019,2019,1460.23,1311.777,148.453,82.822,17.014,12
EDAP,EDAP TMS SA  -ADR,31DEC2019,2019,59.552,28.85,30.702,50.399,1.697,14
QADA,QAD INC,31JAN2020,2019,322.804,206.739,116.065,310.772,-15.949,14
UMPQ,UMPQUA HOLDINGS CORP,31DEC2019,2019,28846.809,24532.894,4313.915,1470.9,354.095,14
DHIL,DIAMOND HILL INVESTMENT GRP,31DEC2019,2019,272.664,65.629,192.856,150.819,54.959,14
MT,ARCELORMITTAL,31DEC2019,2019,87908.0,47425.0,40483.0,70615.0,-2454.0,11
BFAM,BRIGHT HORIZONS FAMILY SOLTN,31DEC2019,2019,3330.42,2359.152,971.268,2062.017,180.386,11
AEHR,AEHR TEST SYSTEMS,31MAY2020,2019,20.574,6.518,14.056,22.291,-2.802,14
SLG,SL GREEN REALTY CORP,31DEC2019,2019,12766.32,6555.975,5800.483,1208.601,270.434,11
PSMT,PRICESMART INC,31AUG2019,2019,1296.411,498.132,798.279,3223.918,73.191,14
VTSI,VIRTRA INC,31DEC2019,2019,17.46,7.278,10.182,18.712,-0.075,14
NICK,NICHOLAS FINANCIAL INC,31MAR2020,2019,238.818,131.239,107.579,62.095,3.466,14
OMEX,ODYSSEY MARINE EXPLORATION,31DEC2019,2019,5.33,58.627,-53.297,3.073,-10.44,14
SIGA,SIGA TECHNOLOGIES INC,31DEC2019,2019,198.566,100.782,97.784,26.742,-7.241,14
ESLT,ELBIT SYSTEMS LTD,31DEC2019,2019,7335.358,5175.518,2159.84,4508.4,227.857,14
MTOR,MERITOR INC,30SEP2019,2019,2815.0,2400.0,415.0,4388.0,291.0,11
PETS,PETMED EXPRESS INC,31MAR2020,2019,155.323,25.313,130.01,284.125,25.851,14
YUM,YUM BRANDS INC,31DEC2019,2019,5231.0,13247.0,-8016.0,5597.0,1294.0,11
FARO,FARO TECHNOLOGIES INC,31DEC2019,2019,486.842,154.85,331.992,387.605,-62.147,14
PLCE,CHILDRENS PLACE INC,31JAN2020,2019,1181.397,946.21,235.187,1870.667,73.3,14
RDCM,RADCOM,31DEC2019,2019,96.402,22.532,73.87,33.01,-6.832,14
FCCY,1ST CONSTITUTION BANCORP,31DEC2019,2019,1586.262,1415.684,170.578,68.327,13.634,14
NAT,NORDIC AMERICAN TANKERS LTD,31DEC2019,2019,1030.903,435.479,595.424,317.22,-10.352,11
UEPS,NET 1 UEPS TECHNOLOGIES INC,30JUN2019,2019,672.936,245.835,427.101,380.699,-307.604,14
CAC,CAMDEN NATIONAL CORP,31DEC2019,2019,4429.521,3956.106,473.415,210.631,57.203,14
INVE,IDENTIV INC,31DEC2019,2019,74.318,38.852,35.466,83.755,-1.151,14
NLY,ANNALY CAPITAL MANAGEMENT,31DEC2019,2019,130295.081,114498.737,15796.344,3194.996,-2162.865,11
NRC,NATIONAL RESEARCH CORP,31DEC2019,2019,110.685,77.793,32.892,127.982,32.406,14
SRI,STONERIDGE INC,31DEC2019,2019,602.209,312.305,289.904,830.129,60.291,11
RBA,RITCHIE BROS AUCTIONEERS INC,31DEC2019,2019,2229.43,1322.443,906.987,1318.641,149.039,11
OSIS,OSI SYSTEMS INC,30JUN2019,2019,1264.864,713.137,551.727,1182.115,64.796,14
CHRW,C H ROBINSON WORLDWIDE INC,31DEC2019,2019,4641.06,2970.33,1670.73,15309.508,576.968,14
CHH,CHOICE HOTELS INTL INC,31DEC2019,2019,1386.672,1410.183,-23.511,1114.82,222.878,11
IRET,INVESTORS REAL ESTATE TRUST,31DEC2019,2019,1392.418,695.956,696.462,187.847,79.206,11
CHL,CHINA MOBILE LTD,31DEC2019,2019,233985.274,74960.624,159024.65,107125.773,15315.376,11
DRQ,DRIL-QUIP INC,31DEC2019,2019,1206.565,115.864,1090.701,414.806,1.72,11
OEG,ORBITAL ENERGY GROUP INC,31DEC2019,2019,64.158,21.041,43.117,23.492,-1.129,14
MBWM,MERCANTILE BANK CORP,31DEC2019,2019,3632.915,3216.354,416.561,185.293,49.456,14
CWST,CASELLA WASTE SYS INC  -CL A,31DEC2019,2019,932.182,809.429,122.753,743.29,31.653,14
EPR,EPR PROPERTIES,31DEC2019,2019,6577.511,3571.706,3005.805,653.765,202.243,11
GPI,GROUP 1 AUTOMOTIVE INC,31DEC2019,2019,5570.2,4314.5,1255.7,12043.8,174.0,11
CSU,CAPITAL SENIOR LIVING CORP,31DEC2019,2019,1267.696,1253.317,14.379,447.1,-36.03,11
CTIB,YUNHONG CTI LTD,31DEC2019,2019,31.321,30.194,1.127,40.537,-7.127,14
MTD,METTLER-TOLEDO INTL INC,31DEC2019,2019,2789.321,2368.541,420.78,3008.652,561.109,11
MOFG,MIDWESTONE FINANCIAL GROUP,31DEC2019,2019,4653.573,4144.591,508.982,213.687,43.63,14
SAH,SONIC AUTOMOTIVE INC  -CL A,31DEC2019,2019,4071.035,3126.271,944.764,10454.343,144.137,11
CTHR,CHARLES & COLVARD LTD,30JUN2019,2019,51.146,5.427,45.719,32.244,2.275,14
SBBX,SB ONE BANCORP,31DEC2019,2019,2001.657,1802.428,199.229,96.988,22.543,14
AMG,AFFILIATED MANAGERS GRP INC,31DEC2019,2019,7653.5,3237.7,3499.1,2239.6,15.7,11
GEOS,GEOSPACE TECHNOLOGIES CORP,30SEP2019,2019,202.001,23.154,178.847,95.809,-0.146,14
RNWK,REALNETWORKS INC,31DEC2019,2019,159.754,121.481,38.273,172.113,-20.001,14
BASI,BIOANALYTICAL SYSTEMS INC,30SEP2019,2019,41.98,31.27,10.71,43.616,-0.79,14
AUMN,GOLDEN MINERALS CO,31DEC2019,2019,13.357,7.756,5.601,7.73,-5.386,12
ASRT,ASSERTIO HOLDINGS INC,31DEC2019,2019,527.17,469.212,57.958,229.504,-217.201,14
CFFI,C&F FINANCIAL CORP,31DEC2019,2019,1657.432,1492.153,165.279,127.022,18.859,14
BB,BLACKBERRY LTD,29FEB2020,2019,3888.0,1359.0,2529.0,1040.0,-152.0,11
INGR,INGREDION INC,31DEC2019,2019,6040.0,3299.0,2741.0,6209.0,413.0,11
