tic,conm,datadate,fyear,at,lt,teq,revt,ni,exchg,sic
NEU,NEWMARKET CORP,31DEC2018,2018,1697.274,1207.367,489.907,2289.675,234.734,11.0,2860.0
KINS,KINGSTONE COS INC,31DEC2018,2018,266.752,178.086,88.666,113.772,3.093,14.0,6331.0
EXPD,EXPEDITORS INTL WASH INC,31DEC2018,2018,3314.559,1326.839,1987.72,8138.365,618.199,14.0,4731.0
BOOM,DMC GLOBAL INC,31DEC2018,2018,240.418,106.132,134.286,326.429,30.473,14.0,3533.0
IIIN,INSTEEL INDUSTRIES,30SEP2018,2018,329.534,87.869,241.665,453.217,36.266,14.0,3310.0
XOM,EXXON MOBIL CORP,31DEC2018,2018,346196.0,147668.0,198528.0,279332.0,20840.0,11.0,2911.0
FMC,FMC CORP,31DEC2018,2018,9974.3,6763.9,3210.4,4727.8,502.1,11.0,2870.0
NEE,NEXTERA ENERGY INC,31DEC2018,2018,103702.0,65821.0,37413.0,16727.0,6638.0,11.0,4911.0
FARM,FARMER BROTHERS CO,30JUN2018,2018,475.531,246.476,229.055,606.544,-18.28,14.0,2090.0
FDX,FEDEX CORP,31MAY2019,2018,54403.0,36646.0,17757.0,69693.0,540.0,11.0,4513.0
FRT,FEDERAL REALTY INVESTMENT TR,31DEC2018,2018,6289.644,3686.106,2467.33,912.98,241.907,11.0,6798.0
FSS,FEDERAL SIGNAL CORP,31DEC2018,2018,1023.8,493.7,530.1,1089.5,94.0,11.0,3711.0
M,MACY'S INC,31JAN2019,2018,19194.0,12758.0,6436.0,25739.0,1108.0,11.0,5311.0
FOE,FERRO CORP,31DEC2018,2018,1812.46,1426.611,385.849,1612.408,80.093,11.0,2851.0
CLBS,CALADRIUS BIOSCIENCES INC,31DEC2018,2018,44.58,7.126,37.454,0.0,-16.167,14.0,2836.0
FITB,FIFTH THIRD BANCORP,31DEC2018,2018,146069.0,129819.0,16250.0,7392.0,2193.0,14.0,6020.0
RF,REGIONS FINANCIAL CORP,31DEC2018,2018,125688.0,110598.0,15090.0,6412.0,1759.0,11.0,6020.0
TRMK,TRUSTMARK CORP,31DEC2018,2018,13286.46,11695.007,1591.453,670.448,149.584,14.0,6020.0
FCNCA,FIRST CITIZENS BANCSH  -CL A,31DEC2018,2018,35408.629,31919.675,3488.954,1619.353,400.313,14.0,6020.0
MTB,M & T BANK CORP,31DEC2018,2018,120097.403,104637.212,15460.191,6454.711,1918.08,11.0,6020.0
USB,U S BANCORP,31DEC2018,2018,467374.0,415717.0,51657.0,25775.0,7096.0,11.0,6020.0
FHN,FIRST HORIZON NATIONAL CORP,31DEC2018,2018,40832.258,36046.878,4785.38,2268.824,545.042,11.0,6020.0
BDL,FLANIGANS ENTERPRISES INC,30SEP2018,2018,67.265,25.923,41.342,113.497,3.677,12.0,5812.0
FLXS,FLEXSTEEL INDUSTRIES INC,30JUN2018,2018,284.293,42.595,241.698,489.18,17.666,14.0,2510.0
FLO,FLOWERS FOODS INC,31DEC2018,2018,2845.537,1587.27,1258.267,3951.852,157.16,11.0,2050.0
FLR,FLUOR CORP,31DEC2018,2018,8913.637,5795.587,3118.05,19166.599,224.833,11.0,1600.0
FONR,FONAR CORP,30JUN2018,2018,118.311,16.077,102.234,81.516,21.231,14.0,8071.0
F,FORD MOTOR CO,31DEC2018,2018,256540.0,220474.0,35966.0,160338.0,3677.0,11.0,3711.0
FSTR,FOSTER (LB) CO,31DEC2018,2018,383.249,261.13,122.119,626.969,-31.168,14.0,5051.0
FELE,FRANKLIN ELECTRIC CO INC,31DEC2018,2018,1182.365,446.02,735.827,1298.129,105.877,14.0,3621.0
BEN,FRANKLIN RESOURCES INC,30SEP2018,2018,14383.5,3132.0,10207.9,6319.1,764.4,11.0,6282.0
FEIM,FREQUENCY ELECTRONICS INC,30APR2019,2018,86.771,23.682,63.089,49.509,-2.529,14.0,3825.0
FRD,FRIEDMAN INDUSTRIES INC,31MAR2019,2018,86.602,14.12,72.482,187.154,5.1,12.0,3310.0
FUL,FULLER (H. B.) CO,30NOV2018,2018,4175.271,3023.103,1152.168,3041.002,171.208,11.0,2891.0
GATX,GATX CORP,31DEC2018,2018,7616.7,5828.6,1788.1,1360.9,211.3,11.0,4700.0
AJG,ARTHUR J GALLAGHER & CO,31DEC2018,2018,16334.0,11764.3,4569.7,6923.8,633.5,11.0,6411.0
TGNA,TEGNA INC,31DEC2018,2018,5276.842,3935.918,1340.924,2207.282,405.665,11.0,4833.0
GPS,GAP INC,31JAN2019,2018,8049.0,4496.0,3553.0,16580.0,1003.0,11.0,5651.0
AJRD,AEROJET ROCKETDYNE HOLDINGS,31DEC2018,2018,2490.1,2068.8,421.3,1895.9,137.3,11.0,3760.0
GD,GENERAL DYNAMICS CORP,31DEC2018,2018,45408.0,33676.0,11732.0,36193.0,3345.0,11.0,3721.0
GE,GENERAL ELECTRIC CO,31DEC2018,2018,309129.0,257266.0,51481.0,121615.0,-22355.0,11.0,9997.0
JOB,GEE GROUP INC,30SEP2018,2018,133.601,83.711,49.89,165.284,-7.564,12.0,7361.0
GIS,GENERAL MILLS INC,31MAY2019,2018,30111.2,22191.8,7367.7,16865.2,1752.7,11.0,2040.0
ALLY,ALLY FINANCIAL INC,31DEC2018,2018,178869.0,165601.0,13268.0,10420.0,1263.0,11.0,6172.0
GM,GENERAL MOTORS CO,31DEC2018,2018,227339.0,184562.0,42777.0,147049.0,8014.0,11.0,3711.0
SPXC,SPX CORP,31DEC2018,2018,2057.5,1642.6,414.9,1538.6,81.2,11.0,3585.0
GCO,GENESCO INC,31JAN2019,2018,1181.081,443.53,737.551,2188.553,-51.93,11.0,5661.0
GNTX,GENTEX CORP,31DEC2018,2018,2085.434,223.682,1861.752,1834.064,437.883,14.0,3714.0
GPC,GENUINE PARTS CO,31DEC2018,2018,12683.04,9211.049,3471.991,18735.073,810.474,11.0,5013.0
GTY,GETTY REALTY CORP,31DEC2018,2018,1159.175,578.011,581.164,136.119,47.706,11.0,6798.0
GLT,GLATFELTER,31DEC2018,2018,1339.754,800.856,538.898,866.286,-177.604,11.0,2621.0
GSK,GLAXOSMITHKLINE PLC,31DEC2018,2018,74005.117,69325.153,4679.964,39662.44,4617.514,11.0,2834.0
GV,GOLDFIELD CORP,31DEC2018,2018,112.548,52.943,59.605,138.149,5.028,12.0,1623.0
GT,GOODYEAR TIRE & RUBBER CO,31DEC2018,2018,16872.0,11802.0,5070.0,15475.0,693.0,14.0,3011.0
GRC,GORMAN-RUPP CO,31DEC2018,2018,368.282,75.15,293.132,414.334,39.979,11.0,3561.0
GRA,GRACE (W R) & CO,31DEC2018,2018,3565.3,3228.3,337.0,1932.1,167.6,11.0,2810.0
GGG,GRACO INC,31DEC2018,2018,1472.741,720.868,751.873,1653.292,341.054,11.0,3561.0
GHM,GRAHAM CORP,31MAR2019,2018,156.27,57.304,98.966,91.831,-0.308,11.0,3443.0
GWW,GRAINGER (W W) INC,31DEC2018,2018,5873.0,3780.0,2093.0,11221.0,782.0,11.0,5000.0
GTN,GRAY TELEVISION INC,31DEC2018,2018,4213.445,3026.256,1187.189,1084.132,210.803,11.0,4833.0
GEF,GREIF INC  -CL A,31OCT2018,2018,3194.8,1996.5,1154.2,3873.8,209.4,11.0,2650.0
MGI,MONEYGRAM INTERNATIONAL INC,31DEC2018,2018,4296.1,4564.9,-268.8,1447.6,-24.0,14.0,6099.0
HMG,HMG COURTLAND PROPERTIES,31DEC2018,2018,33.437,12.164,21.273,0.322,4.121,12.0,6798.0
HAL,HALLIBURTON CO,31DEC2018,2018,25982.0,16438.0,9544.0,23995.0,1656.0,11.0,1389.0
LHX,L3HARRIS TECHNOLOGIES INC,30JUN2018,2018,9839.0,6517.0,3322.0,6182.0,718.0,11.0,3812.0
HSC,HARSCO CORP,31DEC2018,2018,1632.867,1319.491,313.376,1722.38,137.057,11.0,3390.0
HAS,HASBRO INC,31DEC2018,2018,5262.988,3508.502,1754.486,4579.646,220.434,14.0,3944.0
AMOT,ALLIED MOTION TECHNOLOGIES,31DEC2018,2018,285.301,183.488,101.813,310.611,15.925,14.0,3621.0
HVT,HAVERTY FURNITURE,31DEC2018,2018,440.179,165.55,274.629,817.836,30.307,11.0,5712.0
HE,HAWAIIAN ELECTRIC INDS,31DEC2018,2018,13104.051,10907.478,2196.573,2860.849,203.664,11.0,4911.0
HWKN,HAWKINS INC,31MAR2019,2018,385.599,167.738,217.861,556.326,24.433,14.0,5160.0
HCSG,HEALTHCARE SERVICES GROUP,31DEC2018,2018,692.603,251.823,440.78,2008.821,83.524,14.0,7340.0
WELL,WELLTOWER INC,31DEC2018,2018,30342.072,14331.427,15586.599,4699.858,804.954,11.0,6798.0
STRL,STERLING CONSTRUCTION CO INC,31DEC2018,2018,482.573,260.97,172.26,1037.667,25.187,14.0,1600.0
HL,HECLA MINING CO,31DEC2018,2018,2703.944,1012.981,1690.963,567.137,-26.563,11.0,1040.0
HEI,HEICO CORP,31OCT2018,2018,2653.396,1018.342,1503.008,1777.721,259.233,11.0,3724.0
KHC,KRAFT HEINZ CO,31DEC2018,2018,103461.0,51683.0,51775.0,26268.0,-10192.0,14.0,2030.0
HELE,HELEN OF TROY LTD,28FEB2019,2018,1649.535,652.898,996.637,1564.151,168.545,14.0,3634.0
HP,HELMERICH & PAYNE,30SEP2018,2018,6214.867,1832.132,4382.735,2494.168,482.672,11.0,1381.0
HSY,HERSHEY CO,31DEC2018,2018,7703.02,6295.754,1407.266,7791.069,1177.562,11.0,2060.0
HTZ,HERTZ GLOBAL HOLDINGS INC,31DEC2018,2018,21382.0,20262.0,1120.0,9504.0,-225.0,11.0,7510.0
HPQ,HP INC,31OCT2018,2018,34622.0,35261.0,-639.0,58472.0,5327.0,11.0,3570.0
HXL,HEXCEL CORP,31DEC2018,2018,2824.1,1502.1,1322.0,2189.1,276.6,11.0,2821.0
HRC,HILL-ROM HOLDINGS INC,30SEP2018,2018,4360.0,2743.8,1616.2,2848.0,252.4,11.0,2590.0
HLT,HILTON WORLDWIDE HOLDINGS,31DEC2018,2018,13995.0,13437.0,558.0,8906.0,764.0,11.0,7011.0
HFC,HOLLYFRONTIER CORP,31DEC2018,2018,10994.601,4535.542,6459.059,17714.666,1097.96,11.0,2911.0
HD,HOME DEPOT INC,31JAN2019,2018,44003.0,45881.0,-1878.0,108203.0,11121.0,11.0,5211.0
HNI,HNI CORP,31DEC2018,2018,1401.844,838.585,563.259,2257.895,93.377,11.0,2522.0
HMC,HONDA MOTOR CO LTD,31MAR2019,2018,184275.838,106972.41,77303.428,143389.525,5507.9,11.0,3711.0
HRL,HORMEL FOODS CORP,31OCT2018,2018,8142.292,2537.474,5604.818,9545.7,1012.14,11.0,2011.0
CNP,CENTERPOINT ENERGY INC,31DEC2018,2018,27009.0,18951.0,8058.0,10589.0,368.0,11.0,4931.0
HOV,HOVNANIAN ENTRPRS INC  -CL A,31OCT2018,2018,1662.042,2115.546,-453.504,1991.233,4.52,11.0,1531.0
UBA,URSTADT BIDDLE PROPERTIES,31OCT2018,2018,1008.233,347.834,582.141,137.787,37.467,11.0,6798.0
HUBB,HUBBELL INC,31DEC2018,2018,4872.1,3073.2,1798.9,4481.7,360.2,11.0,3640.0
JBHT,HUNT (JB) TRANSPRT SVCS INC,31DEC2018,2018,5091.647,2990.263,2101.384,8614.874,489.585,14.0,4213.0
HBAN,HUNTINGTON BANCSHARES,31DEC2018,2018,108781.0,97679.0,11102.0,5270.0,1393.0,14.0,6020.0
HURC,HURCO COS INC,31OCT2018,2018,315.407,92.554,222.853,300.671,21.49,14.0,3823.0
HBP,HUTTIG BUILDING PRODUCTS INC,31DEC2018,2018,278.0,216.0,62.0,839.6,-6.4,14.0,5031.0
IEC,IEC ELECTRONICS CORP,30SEP2018,2018,90.448,65.072,25.376,116.922,10.41,14.0,3672.0
BVH,BLUEGREEN VACATIONS HLDG CRP,31DEC2018,2018,1705.02,1055.361,647.08,961.855,35.102,11.0,6035.0
ITT,ITT INC,31DEC2018,2018,3846.8,2021.9,1824.9,2745.1,333.7,11.0,3561.0
RYN,RAYONIER INC,31DEC2018,2018,2780.666,1126.116,1654.55,816.138,102.216,11.0,6798.0
IDA,IDACORP INC,31DEC2018,2018,6382.754,4006.943,2375.811,1370.752,226.801,11.0,4911.0
ITW,ILLINOIS TOOL WORKS,31DEC2018,2018,14870.0,11612.0,3258.0,14768.0,2563.0,11.0,3560.0
TLGT,TELIGENT INC,31DEC2018,2018,190.892,172.471,18.421,65.865,-36.256,14.0,2834.0
IMMU,IMMUNOMEDICS INC,30JUN2018,2018,664.173,264.487,399.686,2.156,-273.837,14.0,2835.0
TT,TRANE TECHNOLOGIES PLC,31DEC2018,2018,17914.9,10850.1,7064.8,15668.2,1337.6,11.0,3585.0
RYI,RYERSON HOLDING CORP,31DEC2018,2018,2086.3,2010.4,75.9,4408.4,106.0,11.0,5051.0
AEGN,AEGION CORP,31DEC2018,2018,992.417,522.23,470.187,1333.568,2.928,14.0,1623.0
GFF,GRIFFON CORP,30SEP2018,2018,2084.89,1610.499,474.391,1977.918,125.678,11.0,3420.0
INTC,INTEL CORP,31DEC2018,2018,127963.0,52981.0,74982.0,70848.0,21053.0,14.0,3674.0
INS,INTELLIGENT SYSTEM CORP,31DEC2018,2018,29.304,3.383,25.921,20.1,6.244,12.0,7372.0
TILE,INTERFACE INC,31DEC2018,2018,1284.644,929.981,354.663,1179.573,50.253,14.0,2273.0
IBM,INTL BUSINESS MACHINES CORP,31DEC2018,2018,123382.0,106453.0,16929.0,79591.0,8728.0,11.0,7370.0
IFF,INTL FLAVORS & FRAGRANCES,31DEC2018,2018,12889.395,6764.215,6043.374,3977.539,337.302,11.0,2860.0
NAV,NAVISTAR INTERNATIONAL CORP,31OCT2018,2018,7230.0,11156.0,-3926.0,10250.0,340.0,11.0,3711.0
IDCC,INTERDIGITAL INC,31DEC2018,2018,1626.558,688.545,938.013,307.404,63.868,14.0,6794.0
IP,INTL PAPER CO,31DEC2018,2018,33576.0,26193.0,7383.0,23306.0,2012.0,11.0,2631.0
IPG,INTERPUBLIC GROUP OF COS,31DEC2018,2018,15620.3,13019.6,2432.8,9714.4,618.9,11.0,7311.0
IVC,INVACARE CORP,31DEC2018,2018,885.855,526.708,359.147,972.347,-43.922,11.0,3842.0
J,JACOBS ENGINEERING GROUP INC,30SEP2018,2018,12645.795,6701.441,5944.354,14984.646,163.431,11.0,1600.0
EME,EMCOR GROUP INC,31DEC2018,2018,4088.807,2347.366,1741.441,8130.631,283.531,11.0,1731.0
SRL,SCULLY ROYALTY LTD,31DEC2018,2018,371.491,82.45,289.041,102.417,82.282,11.0,6211.0
JNJ,JOHNSON & JOHNSON,31DEC2018,2018,152954.0,93202.0,59752.0,81581.0,15297.0,11.0,2834.0
JCI,JOHNSON CONTROLS INTL PLC,30SEP2018,2018,48797.0,26339.0,22458.0,31400.0,2162.0,11.0,3585.0
KLAC,KLA CORP,30JUN2018,2018,5619.356,3998.845,1620.511,4036.701,802.265,14.0,3827.0
KMI,KINDER MORGAN INC,31DEC2018,2018,78866.0,43669.0,34531.0,14144.0,1609.0,11.0,4923.0
PNRG,PRIMEENERGY RESOURCES CORP,31DEC2018,2018,255.052,149.049,106.003,117.902,14.529,14.0,1311.0
KAMN,KAMAN CORP,31DEC2018,2018,1460.313,827.156,633.157,1875.425,54.169,11.0,3720.0
KSU,KANSAS CITY SOUTHERN,31DEC2018,2018,9469.8,4337.1,5132.7,2714.0,627.4,11.0,4011.0
EVRG,EVERGY INC,31DEC2018,2018,25598.1,15607.4,9990.7,4348.1,535.8,11.0,4931.0
K,KELLOGG CO,31DEC2018,2018,17780.0,14621.0,3159.0,13547.0,1336.0,11.0,2040.0
KELYA,KELLY SERVICES INC  -CL A,31DEC2018,2018,2314.4,1154.9,1159.5,5513.9,22.9,14.0,7363.0
KMT,KENNAMETAL INC,30JUN2018,2018,2925.737,1695.41,1230.327,2367.853,200.18,11.0,3540.0
KEQU,KEWAUNEE SCIENTIFIC CORP,30APR2019,2018,87.223,39.52,47.703,146.55,1.529,14.0,3821.0
KTCC,KEY TRONIC CORP,30JUN2018,2018,246.528,128.447,118.081,446.322,-1.325,14.0,3670.0
KBAL,KIMBALL INTERNATIONAL  -CL B,30JUN2018,2018,330.168,137.144,193.024,685.6,34.439,14.0,2520.0
KMB,KIMBERLY-CLARK CORP,31DEC2018,2018,14518.0,14500.0,-46.0,18486.0,1410.0,11.0,2621.0
KEX,KIRBY CORP,31DEC2018,2018,5871.594,2655.293,3216.301,2970.697,78.452,11.0,4400.0
KOSS,KOSS CORP,30JUN2018,2018,19.676,5.158,14.518,23.515,-3.386,14.0,3651.0
KR,KROGER CO,31JAN2019,2018,38118.0,30283.0,7835.0,121162.0,3110.0,11.0,5411.0
KLIC,KULICKE & SOFFA INDUSTRIES,30SEP2018,2018,1185.74,305.533,880.207,889.121,56.676,14.0,3559.0
LYTS,LSI INDUSTRIES INC,30JUN2018,2018,229.517,90.266,139.251,342.023,-19.541,14.0,3640.0
LXU,LSB INDUSTRIES INC,31DEC2018,2018,1148.333,603.967,544.366,378.16,-72.226,11.0,2810.0
LZB,LA-Z-BOY INC,30APR2019,2018,1059.79,362.814,696.976,1745.401,68.574,11.0,2510.0
SR,SPIRE INC,30SEP2018,2018,6843.6,4580.3,2255.4,1965.0,214.2,11.0,4924.0
LRCX,LAM RESEARCH CORP,30JUN2018,2018,12479.478,5899.435,6580.043,11076.998,2380.681,14.0,3559.0
LANC,LANCASTER COLONY CORP,30JUN2018,2018,804.491,152.209,652.282,1222.925,135.314,14.0,2030.0
LAWS,LAWSON PRODUCTS,31DEC2018,2018,197.142,97.969,99.173,349.637,6.214,14.0,5072.0
LEE,LEE ENTERPRISES INC,30SEP2018,2018,575.411,611.671,-36.26,543.955,45.766,11.0,2711.0
LEG,LEGGETT & PLATT INC,31DEC2018,2018,3382.0,2224.4,1157.6,4269.5,305.9,11.0,2510.0
LM,LEGG MASON INC,31MAR2019,2018,7794.122,3412.207,3689.539,2903.259,-28.508,11.0,6282.0
LEN,LENNAR CORP,30NOV2018,2018,28566.181,13883.224,14682.957,20571.631,1695.831,11.0,1531.0
JEF,JEFFERIES FINANCIAL GRP INC,30NOV2018,2018,47131.095,36907.059,10204.257,4788.016,1026.788,11.0,6211.0
LLY,LILLY (ELI) & CO,31DEC2018,2018,43908.4,32999.3,10909.1,24555.7,3232.0,11.0,2834.0
LB,L BRANDS INC,31JAN2019,2018,8090.0,8955.0,-865.0,13237.0,644.0,11.0,5600.0
LECO,LINCOLN ELECTRIC HLDGS INC,31DEC2018,2018,2349.825,1462.233,887.592,3028.674,287.066,14.0,3540.0
LNC,LINCOLN NATIONAL CORP,31DEC2018,2018,298147.0,283797.0,14350.0,16202.0,1641.0,11.0,6311.0
LMT,LOCKHEED MARTIN CORP,31DEC2018,2018,44876.0,43427.0,1449.0,53762.0,5046.0,11.0,3760.0
L,LOEWS CORP,31DEC2018,2018,78316.0,56930.0,21386.0,14044.0,636.0,11.0,6331.0
RRC,RANGE RESOURCES CORP,31DEC2018,2018,9708.154,5648.723,4059.431,3281.929,-1746.481,11.0,1311.0
LPX,LOUISIANA-PACIFIC CORP,31DEC2018,2018,2514.1,813.9,1700.2,2828.0,394.6,11.0,2400.0
LOW,LOWE'S COS INC,31JAN2019,2018,34508.0,30864.0,3644.0,71309.0,2314.0,11.0,5211.0
LUB,LUBYS INC,31AUG2018,2018,199.989,87.361,112.628,365.196,-33.568,11.0,5812.0
LDL,LYDALL INC,31DEC2018,2018,872.686,503.411,369.275,785.897,34.944,11.0,3714.0
LGL,LGL GROUP INC,31DEC2018,2018,30.075,2.752,27.323,24.87,1.405,12.0,3679.0
MDC,MDC HOLDINGS INC,31DEC2018,2018,3001.077,1425.077,1576.0,3065.216,210.78,11.0,1531.0
MDU,MDU RESOURCES GROUP INC,31DEC2018,2018,6988.11,4421.335,2566.775,4531.552,272.318,11.0,4932.0
MTSC,MTS SYSTEMS CORP,30SEP2018,2018,1139.396,661.464,477.932,778.032,61.328,14.0,3829.0
MGEE,MGE ENERGY INC,31DEC2018,2018,1988.618,1171.974,816.644,559.768,84.219,14.0,4931.0
MGA,MAGNA INTERNATIONAL INC,31DEC2018,2018,25945.0,14786.0,11159.0,40827.0,2296.0,11.0,3714.0
MTW,MANITOWOC CO,31DEC2018,2018,1541.9,940.6,601.3,1846.8,-67.1,11.0,3530.0
MRO,MARATHON OIL CORP,31DEC2018,2018,21321.0,9193.0,12128.0,5888.0,1096.0,11.0,1311.0
MCS,MARCUS CORP,31DEC2018,2018,989.331,499.212,490.119,707.12,53.391,11.0,7830.0
MARPS,MARINE PETROLEUM TRUST,30JUN2018,2018,0.987,0.0,0.987,0.863,0.662,14.0,6792.0
HST,HOST HOTELS & RESORTS INC,31DEC2018,2018,12090.0,4396.0,7566.0,5569.0,1087.0,11.0,6798.0
MMC,MARSH & MCLENNAN COS,31DEC2018,2018,21578.0,13994.0,7584.0,14904.0,1650.0,11.0,6411.0
MAS,MASCO CORP,31DEC2018,2018,5393.0,5324.0,69.0,8359.0,734.0,11.0,3430.0
MAT,MATTEL INC,31DEC2018,2018,5238.225,4581.422,656.803,4544.31,-533.299,14.0,3942.0
MLP,MAUI LAND & PINEAPPLE CO,31DEC2018,2018,48.1,17.181,30.919,11.037,0.498,11.0,6552.0
MAYS,MAYS (J.W.) INC,31JUL2018,2018,66.562,13.469,53.093,19.301,2.974,14.0,6512.0
MKC,MCCORMICK & CO INC,30NOV2018,2018,10256.4,7074.2,3182.2,5408.9,936.7,11.0,2090.0
MCD,MCDONALD'S CORP,31DEC2018,2018,32811.2,39069.6,-6258.4,21025.2,5924.3,11.0,5812.0
MGRC,MCGRATH RENTCORP,31DEC2018,2018,1217.316,645.781,571.535,498.33,79.406,14.0,7359.0
SPGI,S&P GLOBAL INC,31DEC2018,2018,9458.0,7154.0,684.0,6258.0,1958.0,11.0,7323.0
MCK,MCKESSON CORP,31MAR2019,2018,59672.0,49992.0,8287.0,214319.0,34.0,11.0,5122.0
GENC,GENCOR INDUSTRIES INC,30SEP2018,2018,153.023,10.844,142.179,98.614,12.564,14.0,3567.0
MDT,MEDTRONIC PLC,30APR2019,2018,89694.0,39482.0,50212.0,30557.0,4631.0,11.0,3845.0
CVS,CVS HEALTH CORP,31DEC2018,2018,196456.0,137913.0,58543.0,194579.0,-594.0,11.0,5912.0
MRK,MERCK & CO,31DEC2018,2018,82637.0,55755.0,26882.0,42294.0,6220.0,11.0,2834.0
MDP,MEREDITH CORP,30JUN2018,2018,6727.2,5107.1,1620.1,2247.4,99.4,11.0,2721.0
MLAB,MESA LABORATORIES INC,31MAR2019,2018,156.767,45.456,111.311,103.135,7.484,14.0,3823.0
MTR,MESA ROYALTY TRUST,31DEC2018,2018,3.359,0.567,2.792,2.332,2.138,11.0,6792.0
MSB,MESABI TRUST,31JAN2019,2018,35.454,18.648,16.806,47.033,45.559,11.0,6795.0
MEI,METHODE ELECTRONICS INC,30APR2019,2018,1231.7,542.0,689.7,1000.3,91.6,11.0,3678.0
EVI,EVI INDUSTRIES INC,30JUN2018,2018,95.474,38.443,57.031,150.007,3.966,12.0,5080.0
MXC,MEXCO ENERGY CORP,31MAR2019,2018,9.45,1.02,8.43,2.687,-0.013,12.0,1311.0
SIEB,SIEBERT FINANCIAL CORP,31DEC2018,2018,18.177,1.003,17.174,30.036,11.962,14.0,6211.0
MIK,MICHAELS COS INC,31JAN2019,2018,2128.336,3754.531,-1626.195,5271.944,319.545,14.0,5945.0
MU,MICRON TECHNOLOGY INC,31AUG2018,2018,43376.0,10112.0,33167.0,30391.0,14135.0,14.0,3674.0
ETR,ENTERGY CORP,31DEC2018,2018,48275.066,39211.359,9063.707,11009.452,862.555,11.0,4911.0
MSEX,MIDDLESEX WATER CO,31DEC2018,2018,767.83,516.61,251.22,138.077,32.452,14.0,4941.0
MLHR,MILLER (HERMAN) INC,31MAY2019,2018,1569.3,829.5,719.2,2567.2,160.5,14.0,2520.0
MSA,MSA SAFETY INC,31DEC2018,2018,1608.012,968.493,639.519,1358.104,124.15,11.0,3842.0
MMM,3M CO,31DEC2018,2018,36500.0,26652.0,9848.0,32765.0,5349.0,11.0,2670.0
ALE,ALLETE INC,31DEC2018,2018,5165.0,3009.2,2155.8,1498.6,174.1,11.0,4931.0
MOD,MODINE MANUFACTURING CO,31MAR2019,2018,1538.0,996.9,541.1,2212.7,84.8,11.0,3714.0
MNR,MONMOUTH RE INVESTMENT CP,30SEP2018,2018,1718.378,920.472,797.906,152.604,56.006,11.0,6798.0
QDEL,QUIDEL CORP,31DEC2018,2018,806.371,380.787,425.584,522.285,74.183,14.0,2835.0
MOG.A,MOOG INC  -CL A,30SEP2018,2018,2964.048,1739.062,1224.986,2709.468,96.507,11.0,3728.0
MSI,MOTOROLA SOLUTIONS INC,31DEC2018,2018,9409.0,10685.0,-1276.0,7343.0,966.0,11.0,3663.0
MUR,MURPHY OIL CORP,31DEC2018,2018,11052.587,5854.945,5197.642,2544.652,411.094,11.0,1311.0
INTG,INTERGROUP CORP,30JUN2018,2018,131.68,201.647,-69.967,71.579,4.081,14.0,7011.0
MYE,MYERS INDUSTRIES INC,31DEC2018,2018,348.645,194.007,154.638,566.735,-3.349,11.0,3089.0
MYL,MYLAN NV,31DEC2018,2018,32734.9,20567.8,12167.1,11433.9,352.5,14.0,2834.0
BAC,BANK OF AMERICA CORP,31DEC2018,2018,2354507.0,2089182.0,265325.0,111313.0,28147.0,11.0,6020.0
NCR,NCR CORP,31DEC2018,2018,7761.0,6489.0,1258.0,6405.0,-88.0,11.0,7370.0
NL,NL INDUSTRIES,31DEC2018,2018,547.242,243.684,303.558,118.217,-41.017,11.0,3562.0
BMRA,BIOMERICA INC,31MAY2019,2018,5.245,1.264,3.981,5.201,-2.393,14.0,2835.0
NSSC,NAPCO SECURITY TECH INC,30JUN2018,2018,73.269,9.816,63.453,91.746,7.649,14.0,3669.0
NATH,NATHAN'S FAMOUS INC,31MAR2019,2018,94.306,164.45,-70.144,101.849,21.493,14.0,2013.0
NFG,NATIONAL FUEL GAS CO,30SEP2018,2018,6036.486,4099.156,1937.33,1592.668,391.521,11.0,4924.0
NHC,NATIONAL HEALTHCARE CORP,31DEC2018,2018,1080.948,346.491,734.457,978.681,58.964,12.0,8051.0
THC,TENET HEALTHCARE CORP,31DEC2018,2018,22409.0,20302.0,687.0,18313.0,111.0,11.0,8062.0
GPX,GP STRATEGIES CORP,31DEC2018,2018,434.738,248.169,186.569,515.16,9.836,11.0,8200.0
NPK,NATIONAL PRESTO INDS INC,31DEC2018,2018,413.618,47.495,366.123,323.317,39.94,11.0,3480.0
NATR,NATURES SUNSHINE PRODS INC,31DEC2018,2018,193.016,72.448,120.568,364.81,-0.854,14.0,2834.0
NJR,NEW JERSEY RESOURCES CORP,30SEP2018,2018,4143.664,2724.686,1418.978,2915.109,233.436,11.0,4924.0
NYT,NEW YORK TIMES CO  -CL A,31DEC2018,2018,2197.123,1154.482,1042.641,1748.598,125.684,11.0,2711.0
NWL,NEWELL BRANDS INC,31DEC2018,2018,17716.4,12438.6,5277.8,8630.9,-6917.9,14.0,3990.0
NEM,NEWMONT CORP,31DEC2018,2018,20715.0,9203.0,11465.0,7253.0,341.0,11.0,1040.0
NR,NEWPARK RESOURCES,31DEC2018,2018,915.854,346.173,569.681,946.548,32.281,11.0,5160.0
NKE,NIKE INC  -CL B,31MAY2019,2018,23717.0,14677.0,9040.0,39117.0,4029.0,11.0,3021.0
NBL,NOBLE ENERGY INC,31DEC2018,2018,21010.0,10526.0,10484.0,4461.0,-66.0,14.0,1311.0
NDSN,NORDSON CORP,31OCT2018,2018,3421.012,1970.271,1450.741,2254.668,377.375,14.0,3569.0
